company_name,company_raw,is_staffing,company_id
Georgia System Operations Corporation,Georgia System Operations Corporation,False,9452
Allied Solutions,Allied Solutions,False,9453
Tria Health,Tria Health,False,9454
PEAK6,Peak6,False,9455
Rapid Cycle Solutions,"Rapid Cycle Solutions, LLC",False,9456
Lowe's,Loweâ€™s Home Improvement,False,9457
Aviara Healthcare Center,Aviara Healthcare Center,False,9458
Bluewaveselect,bluewaveSELECT,False,9459
University of Maryland,University of Texas at El Paso,False,9460
University of Minnesota,"University of Minnesota-Twin Cities (Twin Cities, MN)",False,9461
Soft Incorporated,Soft Inc.,False,9462
Natural Fiber Welding,Natural Fiber Welding Inc,False,9463
PG&E,Pacific Gas & Electric,False,9464
University at Buffalo,University at Buffalo,False,9465
Zoetis,6J6 - Zoetis LLC,False,9466
Camden Property Trust,Camden Property Trust,False,9467
State of North Carolina,North Carolina Office of State Human Resources,False,9468
Mosaic Hair Studio,Mosaic Hair Studio,False,9469
O Bee Credit Union,O Bee Credit Union,False,9470
BioLife Plasma Services,Biolife Plasma Services,False,9471
Pediatric Associates,Pediatric Associates,False,9472
Solvarus,Solvarus,False,9473
4 Consulting,4 Consulting Inc.,True,9474
Csat Solutions Lp,CSAT Solutions,False,9475
The Coca-Cola Company,Swire Coca-Cola,False,9476
Icube Solutions,iCube Solutions,False,9477
Unclassified,Crystal Tractor of Ocala,False,9478
Mcleod Software,McLeod Software,False,9479
Unclassified,State Of California's Employment Development Department,False,9480
Sixgen,SIXGEN,False,9481
GOJO Industries,GOJO Industries,False,9482
Fisher Phillips,Fisher & Phillips LLP,False,9483
Astec Industries,Astec Industries,False,9484
Object Technology Solutions,"Object Technology Solutions, Inc.",False,9485
Signode Industrial Group,Signode Industrial Group LLC,False,9486
Inoltra,Inoltra,False,9487
Merit Medical Systems,Merit Medical Systems Inc.,False,9488
Tierpoint,TierPoint LLC,False,9489
Ardent,Ardent Corporate,False,9490
Unclassified,SUNY Buffalo State University,False,9491
Family Focus,"Family Focus, Inc.",False,9492
Alignment Healthcare,"Alignment Healthcare USA, LLC",False,9493
FLEETCOR,"Fleetcor Technologies, Inc",False,9494
Weaver Leather,Weaver Leather,False,9495
Citizant,"Citizant, Inc",False,9496
Unclassified,Horizon Med Innovation,False,9497
Hyundai Motor America,Hyundai Motor America,False,9498
Biogen,Biogen,False,9499
Acumed,Acumed LLC,False,9500
Unclassified,sapleinc,False,9501
Delta Dental Of Minnesota,Delta Dental of Minnesota,False,9502
Legacy Hospice,"Legacy Hospice, Inc.",False,9503
Tucson Unified School District,Tucson Unified School District,False,9504
Riskified,Riskified,False,9505
Aptiva Corporation,APTIVA CORP,False,9506
Unclassified,"2102 Sensata Technologies, Inc.",False,9507
Envision Physician Services,Envision Physician Services,True,9508
Unclassified,Kroger Tech & Digital,False,9509
Unclassified,"QntmLogic, LLC.",False,9510
Infobahn Softworld,Infobahn SoftWorld Inc,False,9511
Three Saints Bay,"Three Saints Bay, LLC",False,9512
Tekshapers,Tekshapers INC,True,9513
Pearl Nexus Global Services LTD,Nexus Global Services Inc.,False,9514
Alliantgroup,alliantgroup LP,False,9515
Family And Children's Association,Family and Children's Association,False,9516
Infospeed Services,"InfoSpeed Services, Inc.",False,9517
The Judge Group,The Judge Group Inc.,True,9518
Svk Technology Solutions,SVK Technology Solutions,False,9519
Unclassified,9th Way Insignia,False,9520
Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,False,9521
Dairy Farmers of America,Dairy Farmers of America,False,9522
Driscoll's,Driscoll's,False,9523
Unclassified,Multnomah County Central HR,False,9524
Alimentation A D R Inc,Arrow Workforce Solutions,False,9525
Myers Tire Supply Distribution,"Myers Tire Supply Distribution, Inc.",False,9526
Middlebury College,Middlebury College,False,9527
Healthstream Incorporated,HealthStream,False,9528
First American Financial,First American Financial Corporation,False,9529
NTT DATA,NTT DATA SERVICES LLC,False,9530
University of North Carolina,University of North Carolina at Chapel Hill,False,9531
Public Buildings Service,Public Buildings Service,False,9532
Metroplex Energy,"Metroplex Energy, Inc.",False,9533
Lovingly,Lovingly,False,9534
Mele Associates,"MELE Associates, Inc.",False,9535
City Of Chandler,City of Chandler,False,9536
The Venetian Resort Las Vegas,The Venetian Las Vegas,False,9537
JBS Usa,"JBS Carriers, Inc.",False,9538
Altice USA,Altice USA,False,9539
Sharpedge Solutions,Sharpedge Solutions,False,9540
State University of New York,SUNY Oneonta,False,9541
Firefly Business Group,Firefly Business Group,False,9542
Acnovate Business Solutions,Acnovate Business Solutions Inc.,False,9543
Dropbox,"Dropbox, Inc.",False,9544
Disney,Disney Interactive Media Group,False,9545
Amtex Systems,Amtex Systems Inc.,False,9546
Ridgewood Savings Bank,Ridgewood Savings Bank,False,9547
Howmet Aerospace,Howmet Aerospace,False,9548
Usdm Life Sciences,USDM Life Sciences,False,9549
Cognier,Cognier Inc,False,9550
Sunrun,Sunrun Inc,False,9551
Bryant Park Consulting Limited,Bryant Park Consulting,False,9552
Dmc Power,"DMC Power, Inc.",False,9553
Principal Financial Services,"Principal Financial Services, Inc",False,9554
Porsche Cars North America,Porsche Zentrum Braunschweig,False,9555
TDS Telecom,TDS TELECOM,False,9556
Sapience,"Sapience, Inc",False,9557
Prohires,Prohires,False,9558
Merck KGaA Darmstadt Germany,Merck,False,9559
Kennedy/Jenks Consultants,"Kennedy/Jenks Consultants, Inc.",False,9560
Aging2.0,Aging,False,9561
Hire It People,hire IT people,True,9562
Socotra,"Socotra, Inc.",True,9563
Zions Bank,"Zions Bancorporation, N.A.",False,9564
Las Vegas Sands Corp.,Las Vegas Sands Corp.,False,9565
Select Source International,Select Source International,True,9566
Guerbet,Guerbet,False,9567
Westfield Regional Health Department,Westfield Regional Health Department,False,9568
Dime Community Bank,Dime Community Bank,False,9569
Ripple Effect,Ripple Effect,False,9570
Unclassified,Tecktiva,False,9571
Bracco Diagnostics,Bracco Diagnostics Inc,False,9572
Oban Us,OBAN Corporation,False,9573
Sunsoft Solutions,"Sunsoft Solutions, Inc.",False,9574
Aleron,"Aleron, Inc.",True,9575
Sunplus Data Group,"SunPlus Data Group, Inc",True,9576
Swingtech,Swingtech,False,9577
Internet2,Internet2,False,9578
Gartner,"Gartner, Inc.",False,9579
East Aurora School District 131 - Building And Grounds Service Center,East Aurora School District 131,False,9580
Ardent Health Services,Ardent Health Services,False,9581
Berkone,BerkOne,False,9582
_MirÃ³ & Co,Miro,False,9583
Savi Technologies,Savi Technologies,False,9584
Unclassified,Country Hills Post Acute,False,9585
Mount St. Mary's University,Mount St. Mary's University,False,9586
Unclassified,LE007 Brown Advisory LLC,False,9587
Machine Solution Providers,"Machine Solution Providers, Inc.",False,9588
Mall Of America,Mall of America,False,9589
Southern Farm Bureau Casualty Insurance Company,Southern Farm Bureau Casualty Insurance Company,False,9590
Mak Technologies,Mak Technologies LLC,False,9591
Crossover Health Management Services,"Crossover Health Management Services, Inc.",False,9592
Morgan Business Consulting,"Morgan Business Consulting, LLC",False,9593
Thayer Power And Communication,Thayer Power & Communication,False,9594
Kairos Technologies,Kairos Technologies,False,9595
Success Mantra,Success Mantra Llc,False,9596
LyondellBasell Industries,LyondellBasell Industries,False,9597
Midwest Operating Engineers,Midwest Operating Engineers,False,9598
Customers Bank,Customers Bank,False,9599
Morgan McKinley,Morgan McKinley,True,9600
University of La Verne,University of La Verne,False,9601
AMN Healthcare,"AMN Healthcare, Inc.",True,9602
Ess,ESS,True,9603
Vizio Group,VIZIO,False,9604
Katalyst Agency,Katalyst,False,9605
Community Action Partnership Of Madera County,Community Action Partnership of Madera County,False,9606
Unclassified,I softcorp,False,9607
Ferrero,FERRERO,False,9608
Crossfire Consulting,Crossfire Consulting,True,9609
San Antonio Wings,San Antonio Wings LLC,False,9610
Gemstone Group,Gemstone International Group,False,9611
Innovar Group,Innovar Group,True,9612
Dallas County,Dallas County,False,9613
Formac,Formac,False,9614
Candex Solutions International Ltd,Candex Solutions Inc,False,9615
WÃ¼rth Industry,Wurth Industries,False,9616
Technology Navigators,Technology Navigators,True,9617
Unclassified,Bloom Cannabis,False,9618
Peabody Public Schools,Peabody Public Schools,False,9619
Sawyer Nursery,Sawyer Nursery,False,9620
Unclassified,hims \u0026 hers,False,9621
California Independent System Operator,California Independent System Operator,False,9622
Volt,"VOLT INFORMATION SCIENCES, INC.",True,9623
Geha,GEHA,False,9624
University of Maryland,"University of Maryland, Baltimore",False,9625
Scientific Research Corporation,Scientific Research Corporation,False,9626
Reliance S.A.S,"RELIANCE, INC.",False,9627
Sevenrooms,SevenRooms,False,9628
Public Service Enterprise Group,PSEG,False,9629
Clayton,Clayton,False,9630
Caleres,"Caleres, Inc.",False,9631
Insight Global,"Insight Global, LLC",True,9632
Razorfish,Razorfish,False,9633
Resource Management Concepts,"Resource Management Concepts, Inc.",False,9634
Nuaxis,NuAxis LLC,False,9635
Cloud For Good,Cloud for Good,False,9636
San Joaquin County Office Of Education,San Joaquin County Office of Education,False,9637
Unclassified,Amerantbank,False,9638
EMSL Analytical,"EMSL Analytical, Inc.",False,9639
Unclassified,Displayit Holdings Group,False,9640
Babb Technology Services,BABB Technology Services Inc,False,9641
inVentiv Health,Syneos Health/ inVentiv Health Commercial LLC,False,9642
Opusing,Opusing LLC,True,9643
Electric Cooperatives Of Arkansas,Electric Cooperatives of Arkansas,False,9644
Technology Ventures,Technology Ventures,False,9645
Healthcare Management Systems Holdings Corporation,"HMS, Inc",False,9646
ST Johns Community Health Improvement Centre,St Johns Community Health,False,9647
Haworth,"Haworth, Inc.",False,9648
Unclassified,Neurocrine Bioscience,False,9649
Fresh Direct,"Fresh Direct, LLC.",False,9650
Unclassified,Vaakruthi Solution Inc,False,9651
Branchburg Township School District,Branchburg Township School District,False,9652
COOLSOFT,COOLSOFT,False,9653
California State University,CALIFORNIA STATE UNIVERSITY LONG BEACH,False,9654
Constant & Associates,Constant Associates,False,9655
Haworth,Haworth,False,9656
Vertical Bridge Reit,"Vertical Bridge REIT, LLC",False,9657
Albert Einstein College Of Medicine,Montefiore Medical Center,False,9658
Marshall County Board Of Education,Marshall County Board of Education,False,9659
Link Technologies,Link Technologies,False,9660
Valley Health System,NORTHEAST VALLEY HEALTH CORPORATION,False,9661
Idaho Power Company,Idaho Power Company,False,9662
Evurge Solutions,Evurge Solutions,False,9663
Formenergy,"Form Energy, Inc",False,9664
Alteryx,"Alteryx, Inc.",False,9665
Universal Health Services,Universal Health Services,False,9666
Capital Area Human Services District,Capital Area Human Services,False,9667
Voto Latino,Voto Latino,False,9668
Gen Digital MÃ©xico,Gen Digital,False,9669
Unclassified,Komplete Teleservices,False,9670
Epikso,Epikso,False,9671
Toro Purchasing Company,Toro Purchasing Company,False,9672
Ebusiness Technologies,eBusiness Technologies Corp.,False,9673
Unclassified,Tek Sky,False,9674
Alaska Airlines,"Alaska Airlines, Inc.",False,9675
Steris Corporation,STERIS,False,9676
DatamanUSA,"DatamanUSA, LLC",False,9677
Transportation Alliance Bank (Tab Bank),Transportation Alliance Bank Inc.,False,9678
Finastra,Finastra,False,9679
The Hartford,Hartford Fire Ins. Co,False,9680
Culligan,Culligan International,False,9681
Transcor America,"TransCor America, LLC",False,9682
NOV,National Oilwell Varco,False,9683
Ssi Petroleum,SSI Petroleum,False,9684
Sqa Concepts,Sqa Concepts Inc,False,9685
Interluxe Group,Interluxe Group,False,9686
Michigan Association Of School Boards,Michigan Association of School Boards,False,9687
Full Sail International,"Full Sail, LLC",False,9688
Daiichi Sankyo,Daiichi Sankyo,False,9689
O3 Technology Solutions,O3 Technology Solutions,False,9690
Charles R. Drew University Of Medicine And Science,Charles R. Drew University of Medicine and Science,False,9691
Jewish Family Services Of Silicon Valley,Jewish Family Services of Silicon Valley,False,9692
Huntington Ingalls Industries,"Huntington Ingalls Industries, Inc.",False,9693
G.b.i.t,GBIT (Global Bridge InfoTech Inc),False,9694
Unclassified,Butterball Sherwin Feed Mill,False,9695
"Falconwood, Incorporated","Falconwood, Inc.",False,9696
Department Of Health & Mental Hygiene,DEPT OF HEALTH/MENTAL HYGIENE,False,9697
Grace Ridge Retirement Community,Grace Ridge Retirement Community,False,9698
HNTB,HNTB Corp,False,9699
Va Dept Of Transportation,VA Dept of Transportation,False,9700
 Excellus BlueCross BlueShield,Excellus Health Plan Inc.,False,9701
CGT Staffing,CGT Staffing,True,9702
Zeus,Zeus Company Inc.,False,9703
Hyertek,Hyertek,False,9704
Capitol 50 Consultants,Capitol 50 Consultants Inc,False,9705
Unclassified,"Invenergy LLC Pierre, SD",False,9706
Ford,Ford,False,9707
Young Automotive Group,Young Automotive Group,False,9708
Synapse Business Systems,synapse business systems,False,9709
Sompo International,SOMPO INTERNATIONAL,False,9710
Deloitte,Deloitte,False,9711
Accenture,Accenture,False,9712
Experian,Experian,False,9713
Capital One,Capital One,False,9714
Tandym Group,Tandym Group,True,9715
Conflux Systems,Conflux Systems Inc,False,9716
Ufg Insurance,UFG Insurance,False,9717
Idr,IDR Inc.,True,9718
Resource Label Group,"Resource Label Group, Inc",False,9719
The Clearing,"The Clearing, Inc.",False,9720
Nucor Steel Auburn,"Nucor Steel Auburn, Inc.",False,9721
Quartz International Co. Ltd.,Quartz,False,9722
Comprobase,"Comprobase, Inc.",False,9723
Daikin,Daikin Comfort Technologies,False,9724
3M,3M,False,9725
Judicial Council Of California,Judicial Council of California,False,9726
Unclassified,"Cynet Health, Inc. Belle Fourche, SD",False,9727
"California, State of",Department of Health Care Services,False,9728
Stifel Financial,Stifel Financial Corp.,False,9729
Epic Systems,"Epic Systems, Inc,",False,9730
Esl Power Systems,"ESL Power Systems, Inc.",False,9731
Iron Mountain,Iron Mountain Incorporated,False,9732
SPX,SPX,False,9733
Odyssey Systems Consulting Group,Odyssey Systems Consulting Group,False,9734
Maven Workforce,Maven Workforce,True,9735
Resource Management Concepts,"RESOURCE MANAGEMENT CONCEPTS, INC",False,9736
Symbotic,Symbotic,False,9737
Hays,Hays,True,9738
University of Toledo,University of Toledo,False,9739
EquipmentShare,EquipmentShare,False,9740
Dot Foods,Dot Foods Inc.,False,9741
Orangetheory Fitness,Orangetheory Fitness,False,9742
Unclassified,Purple Fly Solutions,False,9743
On Assignment,ECS Federal LLC,True,9744
Brass Tacks Studio,Brass Tacks Studio,False,9745
Cardinal Integrated Technologies,Cardinal Integrated Technologies Inc,False,9746
Optum Services.,"Optum Services, Inc.",False,9747
Lululemon,lululemon athletica,False,9748
Vinfast,VinFast US,False,9749
Verkada,Verkada Inc.,False,9750
Fpc - Fortune Personnel Consultants Of Naples,FPC - FORTUNE PERSONNEL CONSULTANTS (Orlando Office),True,9751
"Ace Insurance Services Of Florida,llc.",ACE Insurance Services of Florida,False,9752
Ilani,ilani,False,9753
Louisiana State University,Louisiana State University,False,9754
Atmos Energy,Atmos Energy Corporation,False,9755
Jazz Pharmaceuticals,"Jazz Pharmaceuticals, Inc.",False,9756
CyberSearch,CyberSearch,True,9757
XPO Logistics,XPO,False,9758
Hire It People,Hire IT People Inc,True,9759
Aegis Chemical Solutions,Aegis Chemical Solutions Llc,False,9760
Erisa Recovery Group,ERISA Recovery,False,9761
Sunray Informatics,SUNRAY INFORMATICS,False,9762
Dmsi Software,"Distribution Management Systems, Inc",False,9763
Workflow Technologies,Workflow Technologies Inc,False,9764
Disability Services Of The Southwest,Lifespan Health System,False,9765
San Francisco Health Plan,San Francisco Health Plan,False,9766
Istonish,Istonish,False,9767
Enin Systems,ENIN SYSTEMS,False,9768
Associated Energy Group,"Associated Energy Group, LLC",False,9769
Roche,Roche Inc.,False,9770
Amplify Education Company,Amplify Education Inc.,False,9771
Sysmind,Sysmind LLC,False,9772
ScanSource,"ScanSource, Inc",False,9773
Infomatics Incorporated,Infomatics Corp,False,9774
CBIZ,CBIZ,False,9775
Forsyth County Schools (Georgia),Forsyth County Schools,False,9776
Adriana's Insurance Services,"Adriana's Insurance Services,Inc.",False,9777
Clario,ERT,False,9778
Ares Holding Corporation,ARES Holding Corporation,False,9779
Fieldstone Cabinetry,Fieldstone Cabinetry,False,9780
Nixon Power Services,Nixon Power Services,False,9781
Philadelphia Gas Works,Philadelphia Gas Works,False,9782
"LP Analyst, LP",LP Analyst,False,9783
Cintel International Ltd,Cintel Inc,False,9784
Cytiva,Cytiva,False,9785
Office Of The Chief Financial Officer (Ocfo),Office of the Chief Financial Officer (OCFO),False,9786
Supermicro,Super Micro Computer,False,9787
Stellar Health,Stellar Health,False,9788
Entegee,Entegee,True,9789
Rheem Manufacturing,Rheem Manufacturing Company,False,9790
Light And Wonder,Light & Wonder,False,9791
Unclassified,1000 Essentia Health,False,9792
Unclassified,"Nelnet Sioux Falls, SD",False,9793
Unclassified,TMG California,False,9794
Medicaid Done Right,Medicaid Done Right LLC,False,9795
Unclassified,Acxion Foodservice,False,9796
North Highland,North Highland,False,9797
Wolters Kluwer,Wolters Kluwer United States Inc.,False,9798
Gay Men's Health Crisis,Gay Mens Health Crisis Inc,False,9799
Jonathan Y Designs,JONATHAN Y DESIGNS,False,9800
PricewaterhouseCoopers,Price Waterhouse and Coopers,False,9801
Unclassified,EisnerAdvisory Group LLC,False,9802
Entech,Entech,True,9803
Unclassified,360 Recruiter Accelerator,False,9804
Unclassified,"GovCIO

Federal Contractor",False,9805
Widepoint Corporation,WidePoint,False,9806
Concord Music Group,"Concord Music Group, Inc.",False,9807
American Water Enterprises,American Water Enterprises,False,9808
Parker University,Parker University,False,9809
Enerpac Tool Group,Enerpac Tool Group Corp,False,9810
Heritage Construction,"Heritage Construction Co, LLC",False,9811
RSM,RSM US LLP,False,9812
AT&T,AT&T,False,9813
Rockwoods,Rockwoods Inc,False,9814
Unclassified,Lash Espresso Beauty Salon,False,9815
Oldcastle Building Envelope,"Oldcastle Building Envelope, Inc.",False,9816
Southern Glazer's,Southern Glazer's Wine and Spirits,False,9817
Mckenney's,McKenney's Inc.,False,9818
Insulet Corporation,Insulet,False,9819
Virginia Lottery,Virginia Lottery,False,9820
Innovit USA,INNOVIT USA INC,False,9821
Department Of Food And Agriculture,Department of Food & Agriculture,False,9822
GE Vernova,GE Vernova,False,9823
United States Department of Defense,Department of Defense,False,9824
Tetra Tech,Tetra Tech,False,9825
Columbus Mckinnon,COLUMBUS MCKINNON CORPORATION,False,9826
Unclassified,F4S Australia Pty Ltd,False,9827
Unclassified,InnovitUSA,False,9828
FedEx,FedEx Supply Chain,False,9829
Medtronic,Medtronic,False,9830
EXL Service,Exl Service,False,9831
Network Designs,Network Designs,False,9832
BDO,BDO,False,9833
Kaiser Permanente,Kaiser Permanente â€“ Southern California Permanente Medical Group,False,9834
Nitel,Nitel,False,9835
Cube Hub,"Cube Hub, Inc.",False,9836
Hobbs Brook,Hobbs Brook,False,9837
ManpowerGroup,Manpower Engineering,True,9838
Resource Management Associates,"Resource Management Associates, LLC",True,9839
Unclassified,SRA Staffing - SRA Group,False,9840
Iberia Foods,Iberia Foods Corporation,False,9841
Alphosoft,Alphosoft Inc,False,9842
Epitec,EPITEC,True,9843
Evergy,Evergy,False,9844
DaVita,DaVita Inc,False,9845
Unclassified,Royce Geo,False,9846
University of California,University of California - San Francisco,False,9847
Alamo Colleges District,Alamo Colleges,False,9848
Schurman Executive Recruiting,Schurman Executive Recruiting,False,9849
Unclassified,"Indeed, Inc.",False,9850
Tandigm Health,Tandigm Health LLC,False,9851
Foxtrot Aviation Services,Foxtrot Aviation Services,False,9852
Unclassified,SourceAbled,False,9853
Saint Francis Hospital,"Saint Francis Hospital, Inc.",False,9854
BDO,"BDO USA, LLP",False,9855
Bashas,Bashas' Supermarkets,False,9856
Fabletics,Fabletics,False,9857
Crosscountry Consulting,CrossCountry Consulting,False,9858
Civicplus,"CivicPlus, LLC",False,9859
Fresno Madera Farm Credit,Fresno Madera Farm Credit,False,9860
Indian Hills Community College,Indian Hills Community College,False,9861
AAA,AAA Club Alliance Inc.,False,9862
Kyocera Avx Components Corporation,KYOCERA AVX Components Corporation,False,9863
Cobbs Creek Healthcare,Cobbs Creek Healthcare,False,9864
Ceco Environmental Corporation,CECO Environmental Corp.,False,9865
Sage,Sage,False,9866
Oneapps Consulting,OneAPPS Consulting,False,9867
JBL Resources,JBL Resources,True,9868
Crystal L. Dunson And Associates Incorporated,"Dunson & Associates, Inc.",True,9869
Hudson Data,Hudson Data LLC,False,9870
Unclassified,IRB USA Inspire Resources,False,9871
Rnxt,RNXT Corporation,False,9872
Windfall,Windfall,False,9873
Threat Tec,Threat Tec,False,9874
Dll,DLL,False,9875
Jda Software,JDA Software,False,9876
Phoenix Technology Partners,"Phoenix Technology Partners, LLC",True,9877
City Of Tacoma,City of Tacoma,False,9878
Ramsoft Systems,"Ramsoft Systems, Inc.",False,9879
Meyer Burger Ag,Meyer Burger,False,9880
Parker Hannifin,Parker Hannifin,False,9881
Curaleaf,Curaleaf,False,9882
Pantar Solutions,Pantar Solutions Inc.,False,9883
Kochava,Kochava,False,9884
Newbrook Solutions,Newbrook Solutions Inc.,False,9885
Onward Technologies Limited,Onward Technologies Inc.,False,9886
Staffing Solutions of Hawaii,Staffing Solutions of Hawaii,True,9887
Cogility,Cogility,False,9888
Rogers Memorial Hospital,Rogers Memorial Hospital,False,9889
Radgov,RADGOV INC,False,9890
Red Cedar Consultancy,Red Cedar Consultancy LLC,False,9891
Unclassified,State of Maryland - MDH Med Care Prgms - Ofc of Health Services,False,9892
Intone Networks,"Intone Networks, Inc",False,9893
Calpine,Calpine Corp.,False,9894
Bank of America,"94-1687665 Bank of America, National Association",False,9895
I-Link Solutions,I-Link Solutions,False,9896
Sprinklr,Sprinklr,False,9897
PayPal,PayPal,False,9898
Unclassified,Agkiya Solutions,False,9899
Frederick Fox,Frederick Fox,False,9900
HNI,HNI Corporation,False,9901
Samsung,Samsung Electronics,False,9902
Burgeon IT Services,BURGEON IT SERVICES LLC,False,9903
Outlier Ai,Outlier Ai,False,9904
American Business Solutions,American business solutions inc,False,9905
Kforce,Kforce Inc,True,9906
Dice,Dice,True,9907
Apmex,APMEX,False,9908
Magellan Health,Magellan Health,False,9909
Universal Logistics,Universal Logistics,False,9910
ICF International,"105 ICF Resources, LLC",False,9911
sa Technologies,SA TECHNOLOGIES,False,9912
Reveille Technologies,Reveille Technologies,False,9913
Chg Medical Staffing,CHG Medical Staffing,True,9914
Capitaltechsolutions,CapitalTechSolutions Inc,False,9915
Genedx,GeneDx,False,9916
Foursteps Solutions,FourSteps Solutions,False,9917
CUNY,The City University of New York (CUNY),False,9918
"Nttdata Asia Co., Ltd.",Nttdata,False,9919
Virginia Tech,Virginia Polytechnic Institute and State University,False,9920
Constrafor,Constrafor,False,9921
Medcentrek,Medcentrek,False,9922
The Rector & Visitors Of The University Of Virginia,The Rector & Visitors of the University of Virginia,False,9923
University of Maine System,University of Maine,False,9924
Unclassified,Factory Mutual Global,False,9925
Unclassified,Team UIS,False,9926
Power Factors,"POWER FACTORS, LLC",False,9927
Unclassified,NCSA College Recruiting,False,9928
Baines Simmons Limited,Baines Simmons Limited,False,9929
The Ash Group,The Ash Group,True,9930
University of Colorado,University of Colorado System,False,9931
Mic Mac Discount,MAC DISCOUNT LLC,False,9932
Winnebago Tribe Of Nebraska,All Native Group,False,9933
Murray Resources,Murray Resources,True,9934
Trust Consulting Services,Trust Consulting Services Inc,False,9935
Service Experts Heating And Air Conditioning,Service Experts,False,9936
Santa Clara Valley Transportation Authority,Santa Clara Valley Transportation Authority,False,9937
Digital Realty,Digital Realty Trust Inc.,False,9938
Cs Disco,CS Disco,False,9939
66Degrees.Com,66degrees,False,9940
ANZ Bank,ANZ Banking Group,False,9941
Esri,ESRI,False,9942
Concur Technologies,"Concur Technologies, Inc.",False,9943
Ransom & Randolph,RANSOM & RANDOLPH,False,9944
DaVita,Davita Inc.,False,9945
Unclassified,Professional Staffing Services,False,9946
Federal Reserve Bank,Federal Reserve Bank,False,9947
Ernst & Young,Ernst & Young Llp,False,9948
Textron,"Textron, Inc.",False,9949
Arkos Health,Arkos Health,False,9950
Roswell Park Cancer Institute,Roswell Park Comprehensive Cancer Center,False,9951
Core Bts,Core BTS,False,9952
Nova Co.,NOVA,False,9953
Security Bank & Trust,Security Bank & Trust Co.,False,9954
Hite Consulting,Hite Consulting Inc,False,9955
Intellidyne,"IntelliDyne, LLC",False,9956
Unclassified,Yorkshire Global Solutions Inc.,False,9957
Environmental Systems Corp.,Environmental Systems Company,False,9958
Chapman University,Chapman University,False,9959
Oracle,Oracle Corporation,False,9960
Appletree Early Learning Public Charter School,APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,False,9961
Zurich Insurance,Zurich 56 Company Ltd,False,9962
Avison Young,Avison Young,False,9963
Tetra Tech,Tetra Tech Inc.,False,9964
Playtex Manufacturing,"Playtex Manufacturing, Inc.",False,9965
Cabot,Cabot Corporation,False,9966
Behavioral Health Network,Behavioral Health Network,False,9967
North Texas Tollway Authority,North Texas Tollway Authority,False,9968
PPG,Confidential,False,9969
Adtalem Global Education,Adtalem Global Education Inc,False,9970
Sound Physicians,Sound Physicians,True,9971
Ahmc Healthcare,AHMC Healthcare,False,9972
Frontier Health,Frontier Health,False,9973
Kaygen,Kaygen Inc,False,9974
Unclassified,BFK Communciation,False,9975
Unclassified,"MD_HCHN Holy Cross Health, Inc.",False,9976
TriWest Healthcare Alliance,TRIWEST HEALTHCARE ALLIANCE CORP,False,9977
"Brazos Spine, Pa",Brazos Spine,False,9978
Unclassified,Charlie\u0027s Produce,False,9979
Norton Rose Fulbright,Norton Rose Fulbright,False,9980
Quantum Services,Quantum Services,False,9981
MediaCom,MediaCom,False,9982
Sureminds Solutions Private Limited,Sureminds Solutions,False,9983
Harman International,Harman,False,9984
Dexcom,Dexcom,False,9985
Unclassified,Corporate Propio Language Services,False,9986
Duke University,Duke University Libraries,False,9987
Innova Solutions USA,"Innova Solutions, Inc",False,9988
Leaflink,LeafLink,False,9989
Stand Together,Stand Together,False,9990
Catholic Charities USA,Catholic Charities Brooklyn and Queens,False,9991
Unitek College,Unitek College,False,9992
AmerisourceBergen,AmerisourceBergen Corporation.,False,9993
COLSA Corporation,COLSA,False,9994
Marlabs,Marlabs LLC,False,9995
Unclassified,Maximum Cloud Solutions LLC,False,9996
Insight Recruitment,Insight Recruitment,True,9997
Nvidia,NVIDIA Corporation,False,9998
Capgemini,Capgemini Government Solutions,False,9999
Unclassified,Acom Integrated Solutions,False,10000
Convergent Consulting,Convergent Consulting Inc,False,10001
Sika,SIKA AG,False,10002
Allspire Health Partners,Allspire Health Partners LLC,False,10003
Unclassified,Nestle It,False,10004
Nj Transit,NJ Transit,False,10005
Arrowhead Regional Medical Center,Arrowhead Regional Medical Center,False,10006
Cefcu,CEFCU,False,10007
Clinica Romero,Clinica Romero,False,10008
Amtrak,Amtrak,False,10009
Michigan State University,MBI LLC,False,10010
Emergent365 Inc (Formerly Blackstone Professional Recruiting,Emergent365,True,10011
Vetcove,Vetcove Inc.,False,10012
University of North Dakota,University Of North Dakota,False,10013
Vontier,Vontier Corporation,False,10014
Postman (Api Tools),"Postman, Inc.",False,10015
Shippensburg University of Pennsylvania,Shippensburg University,False,10016
"Varo Bank, N.a.",Varo Bank,False,10017
Kansas Board of Regents,Kansas Board of Regents,False,10018
The Newark Group,"The Newark Group, Inc",False,10019
Supernus Pharmaceuticals,"Supernus Pharmaceuticals, Inc.",False,10020
Miracorp,Miracorp Inc,False,10021
Montauk Energy Holdings,Montauk Energy,False,10022
City of Raleigh,City of Raleigh,False,10023
The City Of New Orleans Kitchen,The City of New Orleans,False,10024
Unclassified,Toward Online,False,10025
Fidelity Partners Medical Staffing,Fidelity Partners,True,10026
Unclassified,"Teacher's Pension Services, Inc.",False,10027
Partners In Diversity,Partners in Diversity,True,10028
BOK Financial,BOK Financial Corporation,False,10029
